"Doyle_ A_SCANDAL_IN_BOHEMIA" "Doyle_hound_of_the_baskervilles" "Doyle_sign_of_the_four" "Doyle_study_in_scarlett" "Doyle_THE_VALLEY_OF_FEAR" "gaiman_study_in_emerald" "lovecraft__Beyond_the_Wall_of_Sleep" "lovecraft_At_the_Mountains_of_Madness" "lovecraft_Azathoth" "lovecraft_Celephais" "lovecraft_History_of_the_Necronomicon" "lovecraft_The_dunwich_terror"
"descend" 0.0114403386340236 0.00831794513483389 0.00227531285551763 0.00679163270850312 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"devonshire" 0 0.0232902463775349 0 0 0 0 0 0 0 0 0 0
"difference" 0 0.00665435610786711 0.0113765642775882 0.00452775513900208 0.00508044030482642 0 0 0 0 0 0 0
"discovery" 0 0.00665435610786711 0.00910125142207053 0.0135832654170062 0 0 0 0 0 0 0 0
"disturb" 0 0 0.00455062571103527 0.00679163270850312 0.00508044030482642 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"due" 0 0.00831794513483389 0.00227531285551763 0.00452775513900208 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"establish" 0 0.0182994792966346 0.00227531285551763 0 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"exceedingly" 0 0.0166358902696678 0.00227531285551763 0.00226387756950104 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"exchange" 0.0114403386340236 0 0 0.00679163270850312 0.00677392040643522 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"fading" 0 0.00166358902696678 0 0 0.00169348010160881 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"fast" 0.0114403386340236 0.00166358902696678 0.0182025028441411 0.00452775513900208 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"firm" 0 0.00998153416180067 0.0068259385665529 0.00452775513900208 0.00508044030482642 0 0 0 0 0 0 0
"flame" 0.0114403386340236 0.00499076708090033 0.00227531285551763 0.00452775513900208 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"footprint" 0 0.014972301242701 0.00227531285551763 0 0 0.0499937507811524 0 0 0 0 0 0
"frame" 0 0.00665435610786711 0.00227531285551763 0 0.00508044030482642 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"frightened" 0 0.00166358902696678 0.0136518771331058 0.0135832654170062 0.00169348010160881 0 0 0 0 0 0 0
"grasp" 0.0228806772680471 0.00831794513483389 0.00227531285551763 0.0113193878475052 0.00169348010160881 0 0 0 0 0 0 0
"group" 0.0114403386340236 0 0.00227531285551763 0.00679163270850312 0.0152413209144793 0 0 0 0 0 0 0
"hammer" 0 0 0.00227531285551763 0.00452775513900208 0.0186282811176969 0 0 0 0 0 0 0
"haunt" 0 0.00499076708090033 0.00227531285551763 0.00452775513900208 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"helpless" 0.0114403386340236 0.00665435610786711 0.00910125142207053 0 0.00846740050804403 0 0 0 0 0 0 0
"history" 0.0114403386340236 0.00499076708090033 0.00227531285551763 0.0113193878475052 0.00338696020321761 0.0249968753905762 0 0 0 0 0 0
"hum" 0.0343210159020707 0.00166358902696678 0.0159271899886234 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"india" 0 0 0.0273037542662116 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"indication" 0 0.0133087122157342 0.00455062571103527 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"infinitely" 0 0 0 0.00226387756950104 0.00169348010160881 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"injure" 0.0343210159020707 0.00166358902696678 0.0068259385665529 0.00679163270850312 0.00677392040643522 0 0 0 0 0 0 0
"irene" 0.16016474087633 0 0 0 0 0 0 0 0 0 0 0
"kindness" 0 0.00332717805393356 0.0113765642775882 0.00226387756950104 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"landlady" 0.0228806772680471 0 0.0068259385665529 0.0113193878475052 0.00338696020321761 0.0249968753905762 0 0 0 0 0 0
"lodging" 0.0114403386340236 0 0.00455062571103527 0.0113193878475052 0.00677392040643522 0.0249968753905762 0 0 0 0 0 0
"maid" 0.0343210159020707 0.0133087122157342 0 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"married" 0.0343210159020707 0.00499076708090033 0 0.00679163270850312 0.00677392040643522 0.0124984376952881 0 0 0 0 0 0
"marvin" 0 0 0 0 0.0237087214225233 0 0 0 0 0 0 0
"material" 0 0.00831794513483389 0.00455062571103527 0 0 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"mister" 0.0114403386340236 0.00332717805393356 0 0 0.0152413209144793 0.0249968753905762 0 0 0 0 0 0
"mormon" 0 0 0 0.0316942859730146 0 0 0 0 0 0 0 0
"motion" 0.0228806772680471 0 0 0.00905551027800417 0.00169348010160881 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"movement" 0 0.00998153416180067 0.0068259385665529 0.00452775513900208 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"mud" 0.0114403386340236 0.00499076708090033 0.0068259385665529 0.00452775513900208 0.00338696020321761 0.0374953130858643 0 0 0 0 0 0
"naked" 0 0.00166358902696678 0.0159271899886234 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"native" 0 0 0.0136518771331058 0 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"obtain" 0 0.00998153416180067 0.00455062571103527 0.00452775513900208 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"organization" 0 0 0 0.00679163270850312 0.0186282811176969 0 0 0 0 0 0 0
"pack" 0 0.00332717805393356 0.00227531285551763 0.00905551027800417 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"peep" 0 0.00998153416180067 0.00910125142207053 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"pen" 0 0.00831794513483389 0.00227531285551763 0 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"personality" 0 0 0 0 0.00338696020321761 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"pine" 0 0.00166358902696678 0 0.0135832654170062 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"probability" 0 0.0116451231887674 0.0068259385665529 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"proud" 0 0.00499076708090033 0.00910125142207053 0.00226387756950104 0.00677392040643522 0.0249968753905762 0 0 0 0 0 0
"race" 0 0.00665435610786711 0.0068259385665529 0.00226387756950104 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"reasoning" 0.0343210159020707 0 0.0136518771331058 0.0113193878475052 0 0 0 0 0 0 0 0
"scotland" 0 0 0.00455062571103527 0.0181110205560083 0.00508044030482642 0.0124984376952881 0 0 0 0 0 0
"shortly" 0.0114403386340236 0.00665435610786711 0.00910125142207053 0.00226387756950104 0.00677392040643522 0 0 0 0 0 0 0
"solve" 0 0.00332717805393356 0.00455062571103527 0.00905551027800417 0.00677392040643522 0.0249968753905762 0 0 0 0 0 0
"speculation" 0 0.00332717805393356 0.0068259385665529 0.00226387756950104 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"speed" 0 0.00499076708090033 0.00910125142207053 0.00905551027800417 0 0.0374953130858643 0 0 0 0 0 0
"steal" 0.0228806772680471 0.00831794513483389 0.0113765642775882 0 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"strength" 0 0.00332717805393356 0.00227531285551763 0.0135832654170062 0.00846740050804403 0 0 0 0 0 0 0
"supply" 0 0.00831794513483389 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"sweet" 0 0.00332717805393356 0.0182025028441411 0.00452775513900208 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"system" 0.0228806772680471 0.00332717805393356 0.00227531285551763 0.00679163270850312 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"task" 0.0114403386340236 0.00831794513483389 0.0068259385665529 0.00679163270850312 0.00338696020321761 0 0 0 0 0 0 0
"teach" 0 0.00332717805393356 0.00455062571103527 0.0113193878475052 0.00508044030482642 0.0249968753905762 0 0 0 0 0 0
"ted" 0 0 0 0 0.0237087214225233 0 0 0 0 0 0 0
"thickly" 0 0.00665435610786711 0.00455062571103527 0.00452775513900208 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"thunder" 0 0.0133087122157342 0.00455062571103527 0.00452775513900208 0.00338696020321761 0 0 0 0 0 0 0
"unexpected" 0.0114403386340236 0.00499076708090033 0.00455062571103527 0.00679163270850312 0.00846740050804403 0 0 0 0 0 0 0
"vain" 0 0.00166358902696678 0.00455062571103527 0.00452775513900208 0.00338696020321761 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"vanish" 0.0114403386340236 0.00831794513483389 0.00455062571103527 0.00905551027800417 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"absence" 0 0.00665435610786711 0.0068259385665529 0.00679163270850312 0.00508044030482642 0 0 0 0 0 0 0
"adler" 0.148724402242306 0 0 0 0 0 0 0 0 0 0 0
"admiration" 0 0.00665435610786711 0.00455062571103527 0.00452775513900208 0.00846740050804403 0 0 0 0 0 0 0
"advise" 0.0114403386340236 0.00499076708090033 0 0.00226387756950104 0.0135478408128704 0 0 0 0 0 0 0
"amiable" 0.0114403386340236 0.00665435610786711 0.00455062571103527 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"amid" 0 0.014972301242701 0.00227531285551763 0 0.00508044030482642 0 0 0 0 0 0 0
"anxious" 0 0.00665435610786711 0.0068259385665529 0.00679163270850312 0.00508044030482642 0 0 0 0 0 0 0
"arrangement" 0.0114403386340236 0.00665435610786711 0.00227531285551763 0.00905551027800417 0.00508044030482642 0 0 0 0 0 0 0
"ash" 0 0.00499076708090033 0.00455062571103527 0.00679163270850312 0 0.0624921884764404 0 0 0 0 0 0
"ashamed" 0.0114403386340236 0.00665435610786711 0.00455062571103527 0 0.00846740050804403 0.0124984376952881 0 0 0 0 0 0
"band" 0.0114403386340236 0.00332717805393356 0.0113765642775882 0.00679163270850312 0.00338696020321761 0 0 0 0 0 0 0
"baskervilles" 0 0.0216266573505681 0 0 0 0 0 0 0 0 0 0
"bitterly" 0 0.00831794513483389 0.00227531285551763 0.00679163270850312 0.00677392040643522 0 0 0 0 0 0 0
"blind" 0.0228806772680471 0.00166358902696678 0.0113765642775882 0.00452775513900208 0.00508044030482642 0 0 0 0 0 0 0
"blink" 0 0.00166358902696678 0.00455062571103527 0.00226387756950104 0.00338696020321761 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"blur" 0 0.00665435610786711 0.00455062571103527 0 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"bondage" 0 0 0 0 0.00169348010160881 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"breath" 0 0.00831794513483389 0.00455062571103527 0.00905551027800417 0.00338696020321761 0 0 0 0 0 0 0
"bye" 0 0.00665435610786711 0 0.0181110205560083 0.00169348010160881 0 0 0 0 0 0 0
"chemical" 0 0 0.0113765642775882 0.0158471429865073 0 0.0124984376952881 0 0 0 0 0 0
"chill" 0 0.00665435610786711 0.00455062571103527 0.00679163270850312 0.00677392040643522 0 0 0 0 0 0 0
"cipher" 0 0 0 0 0.0220152413209145 0 0 0 0 0 0 0
"clever" 0 0.00499076708090033 0.00910125142207053 0.00679163270850312 0.00508044030482642 0 0 0 0 0 0 0
"comprehension" 0 0 0 0.00226387756950104 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"consist" 0.0114403386340236 0.00166358902696678 0 0.00452775513900208 0.00508044030482642 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"consult" 0.0343210159020707 0.00665435610786711 0.00455062571103527 0.00226387756950104 0.00169348010160881 0.0249968753905762 0 0 0 0 0 0
"cost" 0 0.00998153416180067 0.0068259385665529 0.00226387756950104 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"deed" 0 0.00332717805393356 0 0.00452775513900208 0.0152413209144793 0 0 0 0 0 0 0
"delight" 0 0.00332717805393356 0.00455062571103527 0.00679163270850312 0.00677392040643522 0.0249968753905762 0 0 0 0 0 0
"dining" 0 0.00998153416180067 0.00227531285551763 0.00226387756950104 0.00677392040643522 0.0124984376952881 0 0 0 0 0 0
"disappear" 0.0114403386340236 0.00998153416180067 0.0068259385665529 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"discourse" 0 0 0 0 0.00169348010160881 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"disorder" 0 0.00166358902696678 0 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"document" 0 0.00665435610786711 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"drag" 0.0114403386340236 0.00831794513483389 0.00227531285551763 0.00905551027800417 0.00338696020321761 0 0 0 0 0 0 0
"dreamer" 0 0.00166358902696678 0 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"dressing" 0 0.00499076708090033 0 0 0.0152413209144793 0.0124984376952881 0 0 0 0 0 0
"dumb" 0 0 0 0 0.0220152413209145 0 0 0 0 0 0 0
"dwelt" 0 0.00166358902696678 0 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"eagerness" 0 0.00499076708090033 0.00227531285551763 0.00679163270850312 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"earnest" 0 0.00499076708090033 0.00455062571103527 0.00679163270850312 0.00846740050804403 0 0 0 0 0 0 0
"ease" 0.0114403386340236 0.00166358902696678 0.0068259385665529 0.00679163270850312 0.00677392040643522 0.0124984376952881 0 0 0 0 0 0
"east" 0 0.00166358902696678 0.00910125142207053 0.00226387756950104 0.00846740050804403 0.0249968753905762 0 0 0 0 0 0
"ecstasy" 0 0 0.00227531285551763 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"enable" 0 0.00831794513483389 0.0068259385665529 0.00452775513900208 0.00508044030482642 0 0 0 0 0 0 0
"farm" 0 0.00831794513483389 0 0.0181110205560083 0 0 0 0 0 0 0 0
"february" 0 0 0 0 0.00169348010160881 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"flee" 0 0.0116451231887674 0 0 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"fool" 0 0.00332717805393356 0.00227531285551763 0.00679163270850312 0.0118543607112616 0 0 0 0 0 0 0
"footmark" 0 0.00499076708090033 0.0159271899886234 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"former" 0.0228806772680471 0 0 0.0181110205560083 0.00169348010160881 0.0249968753905762 0 0 0 0 0 0
"forth" 0 0.00332717805393356 0.00227531285551763 0.00226387756950104 0.00508044030482642 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"generally" 0.0114403386340236 0 0 0.00905551027800417 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"glare" 0 0.00831794513483389 0.00910125142207053 0.00226387756950104 0.00508044030482642 0 0 0 0 0 0 0
"gloomy" 0 0.00831794513483389 0.00227531285551763 0.00679163270850312 0.00677392040643522 0 0 0 0 0 0 0
"greet" 0 0.00166358902696678 0.00227531285551763 0.00905551027800417 0.0101608806096528 0.0124984376952881 0 0 0 0 0 0
"hail" 0 0.00499076708090033 0.00455062571103527 0.0158471429865073 0 0.0124984376952881 0 0 0 0 0 0
"hurt" 0.0114403386340236 0.00665435610786711 0.00227531285551763 0.00905551027800417 0.00508044030482642 0 0 0 0 0 0 0
"hush" 0 0.00831794513483389 0.00455062571103527 0 0.0101608806096528 0 0 0 0 0 0 0
"inch" 0.0114403386340236 0.00998153416180067 0.0068259385665529 0.00226387756950104 0.00338696020321761 0 0 0 0 0 0 0
"inference" 0 0.00499076708090033 0.0136518771331058 0.00226387756950104 0.00508044030482642 0 0 0 0 0 0 0
"innocent" 0 0.00665435610786711 0.00227531285551763 0.00905551027800417 0.00677392040643522 0 0 0 0 0 0 0
"interpret" 0 0 0 0.00226387756950104 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"joseph" 0 0 0 0.0294304084035135 0 0 0 0 0 0 0 0
"level" 0.0228806772680471 0.00166358902696678 0.00455062571103527 0.00452775513900208 0.00846740050804403 0.0124984376952881 0 0 0 0 0 0
"lift" 0 0.00665435610786711 0.00455062571103527 0.00905551027800417 0.00508044030482642 0 0 0 0 0 0 0
"loss" 0 0.00665435610786711 0.00910125142207053 0.00905551027800417 0.00169348010160881 0 0 0 0 0 0 0
"main" 0 0 0.0113765642775882 0.00679163270850312 0.00677392040643522 0.0124984376952881 0 0 0 0 0 0
"motive" 0.0114403386340236 0.00998153416180067 0 0.00679163270850312 0.00508044030482642 0 0 0 0 0 0 0
"mount" 0 0.00499076708090033 0.0136518771331058 0.00905551027800417 0 0 0 0 0 0 0 0
"mutter" 0 0.00499076708090033 0.00910125142207053 0.00905551027800417 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"obscure" 0 0 0 0.00679163270850312 0.00338696020321761 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"outrage" 0 0.00166358902696678 0.00227531285551763 0.00452775513900208 0.0152413209144793 0 0 0 0 0 0 0
"overtake" 0 0.0133087122157342 0 0.0113193878475052 0 0 0 0 0 0 0 0
"passion" 0.0114403386340236 0.00998153416180067 0.0068259385665529 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"peace" 0.0114403386340236 0.00332717805393356 0.0136518771331058 0.00226387756950104 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"pinkerton" 0 0 0 0 0.0220152413209145 0 0 0 0 0 0 0
"pray" 0.0457613545360943 0.00332717805393356 0.0113765642775882 0.00226387756950104 0.00169348010160881 0 0 0 0 0 0 0
"presently" 0.0114403386340236 0 0.00910125142207053 0.0113193878475052 0.00508044030482642 0 0 0 0 0 0 0
"proudly" 0 0 0 0.00226387756950104 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"provide" 0.0228806772680471 0.00332717805393356 0.00910125142207053 0.00905551027800417 0.00169348010160881 0 0 0 0 0 0 0
"quiver" 0 0.00665435610786711 0.00910125142207053 0.00226387756950104 0.00677392040643522 0 0 0 0 0 0 0
"quote" 0 0.00831794513483389 0 0.00452775513900208 0 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rapid" 0 0 0.00227531285551763 0.00452775513900208 0.00677392040643522 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"rave" 0 0 0.00227531285551763 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"realm" 0 0.00166358902696678 0 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"recollection" 0 0.00831794513483389 0.00227531285551763 0.0113193878475052 0.00338696020321761 0 0 0 0 0 0 0
"recommend" 0 0.00665435610786711 0.0068259385665529 0.00226387756950104 0.00846740050804403 0 0 0 0 0 0 0
"reflect" 0 0.00166358902696678 0.00455062571103527 0.00452775513900208 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"restore" 0 0.00499076708090033 0 0.00226387756950104 0.00169348010160881 0.0249968753905762 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"risk" 0 0.0133087122157342 0.0068259385665529 0.00452775513900208 0 0 0 0 0 0 0 0
"row" 0.0114403386340236 0.00499076708090033 0.00910125142207053 0.00452775513900208 0.00508044030482642 0 0 0 0 0 0 0
"sahib" 0 0 0.0295790671217292 0 0 0 0 0 0 0 0 0
"sallow" 0 0 0 0.00226387756950104 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"sea" 0.0114403386340236 0.00499076708090033 0.0068259385665529 0.00905551027800417 0 0.0249968753905762 0 0 0 0 0 0
"seal" 0.0114403386340236 0.00166358902696678 0.0136518771331058 0.00679163270850312 0.00338696020321761 0 0 0 0 0 0 0
"selden" 0 0.0216266573505681 0 0 0 0 0 0 0 0 0 0
"seriously" 0.0343210159020707 0.0116451231887674 0 0 0.00508044030482642 0 0 0 0 0 0 0
"shiver" 0 0.00665435610786711 0.00227531285551763 0.00226387756950104 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"shut" 0.0114403386340236 0.00499076708090033 0.0068259385665529 0 0.0101608806096528 0 0 0 0 0 0 0
"similar" 0 0.00166358902696678 0.00455062571103527 0.00679163270850312 0 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"sinister" 0 0.00665435610786711 0 0.00905551027800417 0.00846740050804403 0 0 0 0 0 0 0
"sleeve" 0.0114403386340236 0.00332717805393356 0.00227531285551763 0.00452775513900208 0.0118543607112616 0 0 0 0 0 0 0
"slightly" 0 0 0.00227531285551763 0.00905551027800417 0.00169348010160881 0.0124984376952881 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"soft" 0.0114403386340236 0.00499076708090033 0.0068259385665529 0.00226387756950104 0.00677392040643522 0.0124984376952881 0 0 0 0 0 0
"spectacle" 0.0114403386340236 0.00332717805393356 0 0.00226387756950104 0.00508044030482642 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"spite" 0 0.00499076708090033 0.00910125142207053 0.00905551027800417 0.00338696020321761 0 0 0 0 0 0 0
"stride" 0 0.00166358902696678 0.00227531285551763 0.0203748981255094 0.00169348010160881 0.0124984376952881 0 0 0 0 0 0
"swing" 0 0.00499076708090033 0.0136518771331058 0.00226387756950104 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"taste" 0.0114403386340236 0.00998153416180067 0.0068259385665529 0.00452775513900208 0.00169348010160881 0 0 0 0 0 0 0
"thrust" 0 0.00665435610786711 0.00910125142207053 0.00226387756950104 0.00677392040643522 0 0 0 0 0 0 0
"times" 0 0.0166358902696678 0.0068259385665529 0 0 0 0 0 0 0 0 0
"toe" 0 0.00332717805393356 0.0159271899886234 0.00679163270850312 0.00169348010160881 0 0 0 0 0 0 0
"tonga" 0 0 0.0295790671217292 0 0 0 0 0 0 0 0 0
"unable" 0 0.0133087122157342 0.00455062571103527 0.00679163270850312 0 0 0 0 0 0 0 0
"union" 0 0 0 0.00226387756950104 0.0203217612193057 0 0 0 0 0 0 0
"useful" 0 0.00332717805393356 0.00455062571103527 0.0158471429865073 0.00338696020321761 0 0 0 0 0 0 0
"usually" 0 0.00499076708090033 0.00910125142207053 0.0113193878475052 0.00169348010160881 0 0 0 0 0 0 0
"war" 0 0 0.00910125142207053 0.00452775513900208 0.0118543607112616 0 0 0 0 0 0 0
"waste" 0 0.00831794513483389 0.00455062571103527 0 0.0101608806096528 0 0 0 0 0 0 0
"wholly" 0 0 0 0.00226387756950104 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"wicked" 0 0.0116451231887674 0.00455062571103527 0 0.00677392040643522 0 0 0 0 0 0 0
"wilson" 0 0.00332717805393356 0.00227531285551763 0 0.0169348010160881 0 0 0 0 0 0 0
"wise" 0 0.00831794513483389 0.00227531285551763 0.00226387756950104 0.0101608806096528 0 0 0 0 0 0 0
"worthy" 0 0.00665435610786711 0.00227531285551763 0 0.0101608806096528 0.0249968753905762 0 0 0 0 0 0
"absolutely" 0.0343210159020707 0.00332717805393356 0.00910125142207053 0 0.00508044030482642 0 0 0 0 0 0 0
"acute" 0.0114403386340236 0.00332717805393356 0 0.00226387756950104 0.00338696020321761 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"adjustment" 0 0 0 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"algol" 0 0 0 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"alive" 0 0.00998153416180067 0.0068259385665529 0 0.00508044030482642 0 0 0 0 0 0 0
"although" 0 0.00332717805393356 0.0068259385665529 0.00226387756950104 0.00169348010160881 0.0624921884764404 0 0 0 0 0 0
"apart" 0.0114403386340236 0.00665435610786711 0.0068259385665529 0.00226387756950104 0.00338696020321761 0.0124984376952881 0 0 0 0 0 0
"apparatus" 0 0 0 0 0 0 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125 0.0461254612546125
"ascertain" 0 0.00166358902696678 0.00227531285551763 0.00679163270850312 0.00169348010160881 0 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063 0.0230627306273063
"assume" 0.0114403386340236 0.00332717805393356 0.0068259385665529 0.0113193878475052 0.00169348010160881 0 0 0 0 0 0 0
